ID	time	p43p41	pro8	casp8
0	0.0	0.05772537307519318	59.963163599999994	0.0
1	10.0	0.2681436684783167	57.564637055999995	0.04107502064463962
2	20.0	4.76048116989456	58.589813723999995	0.3161165804513932
3	30.0	8.25193518653931	59.42156083199999	1.3973560944794068
4	45.0	16.14448337296532	48.18975104799999	3.5203708870141135
5	60.0	17.02060556754204	38.95026573199999	3.9472289446937014
6	90.0	15.269292232793035	23.50169154	4.871416909198093
7	120.0	12.530130174934676	13.127419472	4.87786004969137
8	150.0	10.334703889268457	10.70310232	4.2283109487129025
